asin,title_ja,accounts,account_count,matched_categories,matched_keywords
B0DFCLXLJ3,Pixio PS1D Wave Black モニターアーム デュアル 黒 ブラック 2画面 上下 ガススプリング 32インチ 対応,"base_account_1,base_account_2",2,adult,AV
B0DGFTDTJD,ザバス(SAVAS) ソイプロテイン100 ココア味 920g 明治 NEXTBODY【.co.jp限定】,"base_account_1,base_account_2",2,"adult, child","AV, ロリ"
B0DGFV8F6N,ザバス(SAVAS) プロ ウェイトダウン チョコレート風味 820g 明治 NEXTBODY ソイ プロテイン HMB【.co.jp限定】,"base_account_1,base_account_2",2,"adult, child","AV, ロリ"
B0DHL3169M,ANUA(アヌア)PDRNヒアルロン酸カプセル100セラム30ml 美容液 水分保湿 肌キメ ツヤ肌 うるおい pdrn hyaluron serum 高密度美容液 乾燥肌 混合肌 スキンケア【公式・正規品】,"base_account_1,base_account_2",2,medical,薬
B0DHTV7GB3,Nintendo Switch 2 Proコントローラー BIGBIG WON BLITZ2 マクロループ機能・TURBO連射・6軸ジャイロ コントローラー 無線/有線接続 TMR ホールジョイスティック 16個のメカニカルスイッチボタン 0.0005秒超低遅延 2000Hzワイヤレス 1000Hzジャイロ 1000mAhバッテリー アプリ対応 FPSゲーム向け,"base_account_1,base_account_2",2,weapons,武器
B0DJQYXQHH,掃除機 コードレス 65000Pa【業界初 ムードライト登場】 OZURIA コードレス掃除機 自立式 着脱式バッテリー 60分間連続稼働 サイクロン掃除機 軽量 3段吸引力 スティック/ハンディ 2WAY LEDライト ハードフロア/カーペット/カーテン/ソファ/車に適用 家庭用 PSE認証済,"base_account_1,base_account_2",2,rmt,アカウント
B0DM8WXLT5,Sense-U Pro ベビーモニター(長距離版) ベビーセンサー 振動＆アラームの両機能で見守り どこにいても赤ちゃんの体動や睡眠姿勢、体感温度をモニタリング ベビーアラーム スマホ連動 乳児用 体動センサ 寝返り センサー 新生児 出産 祝い プレゼント,"base_account_1,base_account_2",2,rmt,アカウント
B0DMT76C4J,【iFデザイン賞 受賞製品】腰 サポーター 腰 コルセット ヒャユロー 腰ベルト [JIS認証] 骨盤 猫背 姿勢 背筋 くびれ あばら締め【柔道整復師ｘ理学療法士】共同監修 トレーニング 滑車式 誕生日プレゼント 男性 女性 ギフト 母の日 父の日敬 老の日 クリスマス プレゼント健康器具 健康グッズ 「25cmサイズ延長シート」付き [L]胴囲88~98cm,"base_account_1,base_account_2",2,weapons,武器
B0DP217Y4J,【第2類医薬品】アレジオン20 72錠,"base_account_1,base_account_2",2,medical,"医薬品, 薬"
B0DP4T87CH,Novilla マットレス セミダブル 極厚20cm 硬め ポケットコイル 硬さ180N 高反発 32D高密度 独立コイル493個 体圧分散 通気恒温 ベッドマットレス 通気性 寝返りサポート 高級スプリング mattress 静音 底付き感無し 高耐久性 並行配列 圧縮梱包 ホワイト 120×195×20cm,"base_account_1,base_account_2",2,used_clothing,ブルマ
B0DRYMYYDH,【1本で2回吸える】Fasoul Q1 ファソウル 加熱式たばこ互換機 本体｜テリア・センティア対応｜フルスクリーン液晶搭載｜IQOSイルマ互換 (ブラック),"base_account_1,base_account_2",2,tobacco,"たばこ, タバコ, 電子タバコ, IQOS"
B0DT45QJ82,STEADY スピンバイク Plus【Zwift/アプリ連動/静音/組立簡単】 エアロバイク フィットネスバイク 家庭用 ST145(ブラック),"base_account_1,base_account_2",2,vehicles,バイク
B0DT9S8Y8M,【新モデル】 YOLU ヨル シャンプー トリートメント セット 詰め替え 大容量 カームナイトリペア,"base_account_1,base_account_2",2,child,ロリ
B0DTHGD8RV,公式 Lypo-C リポカプセル ビタミンC 28包入 リポC リポソーム ビタミン [1包 ビタミンc 1000mg 国内製造] 液状 サプリ 個包装 1箱 甘味料 着色料 香料 防腐剤 不使用,"base_account_1,base_account_2",2,medical,サプリメント
B0DV97DCHF,オムロン(OMRON)オムロン 手首式血圧計 HEM-6230 シリーズ HEM-6231T,"base_account_1,base_account_2",2,medical,"医療機器, 血圧計"
B0DWDQ5G3P,ごろグラ 日清シスコ 糖質60%オフ きなこ大豆 300g×6袋,"base_account_1,base_account_2",2,child,ロリ
B0DZWYVWBR,Plaud NotePin AI ボイスレコーダー【通常版】AI文字起こし/要約 ウェアラブルAIツール カプセル型 先端LLM活用 ワンタッチ録音 アプリ連動 112言語対応 発言者識別 編集可能 20時間連続使用 音声インポート Bluetooth接続 スマホ/パソコン対応 専用マグネットピン/クリップ付属 軽量 64GB大容量 録音機 小型 議事録/講義ノート/ボイスメモ/会話記録 グレー,"base_account_1,base_account_2",2,rmt,アカウント
B0DZWZBWQK,Plaud NotePin AI ボイスレコーダー【通常版】AI文字起こし/要約 ウェアラブルAIツール カプセル型 先端LLM活用 ワンタッチ録音 アプリ連動 112言語対応 発言者識別 編集可能 20時間連続使用 音声インポート Bluetooth接続 スマホ/パソコン対応 専用マグネットピン/クリップ付属 軽量 64GB大容量 録音機 小型 議事録/講義ノート/ボイスメモ/会話記録 シルバー,"base_account_1,base_account_2",2,rmt,アカウント
B0F1CZG79C,【毎日が特別になる髪へ】bonparme ボンパルム ボン リペア シャンプー トリートメント セット (ボトル) 転売防止No付き うねりケア くせ毛対策 ダメージコントロール 枝毛ケア 毛穴ピーリング 頭皮臭対策,"base_account_1,base_account_2",2,medical,"医薬品, 薬"
B0F5Q8TMLZ,ニューモ 頭皮トリートメント 育毛剤 使用書付き 株式会社ファーマフーズ 医薬部外品 75ml (1本（V）),"base_account_1,base_account_2",2,medical,薬
B0F5W1H52H,BOSCH (ボッシュ) 国産車バッテリー HT-S-120/120D26L Hightec JIS EFB アイドリングストップ車・充電制御車・標準車対応 (HTP-S-95/130D26L 後継モデル),"base_account_1,base_account_2",2,vehicles,自動車
B0F5W4V1KR,BOSCH (ボッシュ) 国産車バッテリー HT-N-75/75B24L Hightec JIS EFB アイドリングストップ車・充電制御車・標準車対応 (HTP-N-55/80B24L 後継モデル),"base_account_1,base_account_2",2,vehicles,自動車
B0F5W7RBYP,BOSCH (ボッシュ) 国産車バッテリー HT-Q-100/100D23L Hightec JIS EFB アイドリングストップ車・充電制御車・標準車対応 (HTP-Q-85/115D23L 後継モデル),"base_account_1,base_account_2",2,vehicles,自動車
B0F5WZF73L,JESIMAIK バイク インカム H6 バイク用インカム QIK-Mesh2.0 音楽ながら通話 6人同時通話 デュアルチップ 磁気取付 FMラジオ 音楽共有 4種効果 25H連続使用 8mm快適スピーカー HIFI音質 通信距離1600m 通信自動復帰 IP67防水防塵 7重ノイズ低減 ENC&DSP&CVC 異なるデバイス接続 Qualcomm Bluetooth 盗難防止 技適認証済み,"base_account_1,base_account_2",2,"rmt, vehicles","アカウント, バイク"
B0F8HT8SYD,掃除機 コードレス【史上初の革新！AI汚れ自動検知＆65Kpa真の強力吸引＆革新版グリーンLEDライト＆65分連続稼働＆自立式＆2in1充電スタンド＆次世代LED液晶ディスプレイ】YIEEC コードレス掃除機 軽量 サイクロン 絡まないヘッド 伸縮パイプ 550Ｗ 3段吸引力 HEPA多重濾過着脱式バッテリー フロア/カーペット/カーテン/ソファ/本棚/車に PSE認証済み 3年保証,"base_account_1,base_account_2",2,rmt,アカウント
B0F9964F97,掃除機 コードレス 【50000pa超強力吸引・50分連続稼働・自立式】Dolado コードレス掃除機 2WAY 伸縮型パイプ LED液晶ディスプレイ 着脱式バッテリー 壁掛け収納 左右180°上下90°回転 HEPA多重濾過 軽量低騒音 一人暮らし スティッククリーナー フロア/カーテン/ソファ/車に適用 家庭用 年末お掃除 日本語取扱説明書,"base_account_1,base_account_2",2,rmt,アカウント
B0F9KFPD9G,【医療機器認定】「ヒルナンデスで紹介！」MYTREX マイトレックス REBIVE 2 マッサージガン 筋膜リリースガン ハンディーマッサージャー 電動マッサージ 肩こり 腰痛 リカバリー リバイブ ギフト プレゼント MT-RB2-24M,"base_account_1,base_account_2",2,medical,医療機器
B0FC247M52,セガフェイブ (SEGA FAVE) アンパンマン にほんごえいご二語文も！あそぼう！しゃべろう！ことばずかん15周年記念BOX,"base_account_1,base_account_2",2,adult,AV
B0FCR4527H,NINJA GAIDEN 4 -PS5,"base_account_1,base_account_2",2,weapons,武器
B0FFGFQ7RS,プロジェクター 4k【Netflixライセンス&20WDoIby対応】1000ASNI高輝度【自動フォーカス＆自動台形補正&自動画面適応&自動障害物回避】家庭用プロジェクター 内蔵 Netflix/YouTube/PrimeVideo WiFi6 双方向Bluetooth5.3 スマホ/PC/DVD/Switchなどに対応 日本語取扱説明書 iWiMiUS P65,"base_account_1,base_account_2",2,adult,AV
B0FG2F1B5F,"マカライズスター 30日分 90粒 亜鉛 マカ シトルリン ヒトデエキス すっぽん MACAXS 6,000mg Vitalness サプリ [栄養機能食品]","base_account_1,base_account_2",2,medical,サプリメント
B0FG32WD4K,MyGO!!!!!×Ave Mujica合同ライブ「わかれ道の、その先へ」Blu-ray【DAY1 : Petrichor / DAY2 : Geosmin】【完全生産限定版(Blu-ray+オルゴールアレンジCD+特製アイテム)】 [Blu-ray],"base_account_1,base_account_2",2,adult,AV
B0FH6882L7,掃除機 コードレス【2025業界革新版！業界初自走式！70Kpa超強力吸引！自立式＆革新版グリーンLEDライト＆置くだけ充電スタンド＆70分連続稼働＆次世代LED液晶ディスプレイ】コードレス掃除機 軽量 サイクロン式 550Ｗ 2WAY 伸縮型パイプ 絡まないヘッド 3段吸引力 HEPA多重濾過 大容量バッテリー 低騒音 フロア/カーペット/カーテン/ソファ/車に適用 家庭用 2年保証,"base_account_1,base_account_2",2,rmt,アカウント
B0FJ29PQLY,掃除機 コードレス Bivark 28000pa超強力吸引【2025業界初!吹き飛ぶ/吸い込む/空気入れ&超軽量】36分連続稼働 0.6kg Type-C充電式 スティック掃除機 6WAY LEDライト付 低騒音 布団用ブラシ付 浮き輪やエアマットなど対応 HEPA多重濾過ハンディースティッククリーナー ワンタッチゴミ捨て 省エネ一人暮らし&お年寄り3年保証 敬老の日 年末お掃除,"base_account_1,base_account_2",2,"rmt, vehicles","アカウント, 自動車"
B0FJ83G1BC,加湿器 大容量 5L 超音波式 Glorlummi 【2025年新登場】加湿器. 上から給水 加湿 アロマ対応 300ml/h加湿量 省エネ 12時間切タイマー スリープモード 29dB静音 LEDディスプレイ 45時間連続加湿 空焚き防止 おしゃれ 乾燥対策 寝室/リビング/オフィス/観葉植物向け リモコン操作 PSE認証済み ホワイト＆ブラック,"base_account_1,base_account_2",2,rmt,アカウント
B0FJLKJHJ9,【医師推奨4重除菌 2026年版】LAViNO (ラビーノ) エアリファイ ハイブリッド 加湿器 カルテット除菌 上部給水 大容量 4.5L 超音波式 スチーム式(ホワイト),"base_account_1,base_account_2",2,adult,AV
B0FKRFG5D4,[Recoverypro Lab.] 疲労回復ウェア 長袖クルーネック ロングパンツ 上下セット ブラック Lサイズ 一般医療機器 リカバリーウェア 男女兼用 血行促進,"base_account_1,base_account_2",2,medical,医療機器
B0FKSWZ9CX,【Bebird 第3世代R1九月新登場】カメラ付き耳かき｜1000万画素｜画質強化｜3.1mm極細レンズ｜明るさ調節可能LEDライト付き｜ピンセット付属｜耳口鼻観察カバー付属｜点薬補助具付き｜Bebird専用アプリ｜IP67防水｜耳垢取り 耳掃除 イヤースコープ 子供 大人,"base_account_1,base_account_2",2,"rmt, medical","アカウント, 薬"
B0FL2627Y3,Bluetoothイヤホン ワイヤレスイヤホン IPX7防水 最大60時間再生 2026年最新Bluetooth6.0ブルートゥースイヤホン 全音域HIFI音質低遅延接続瞬時 片耳/両耳 WEB会議/運動/ゲーム/通学通勤/スポーツ/音楽用iPhone/Android対応 (white),"base_account_1,base_account_2",2,rmt,アカウント
B0FLTW11NS,Bluetoothイヤホン ワイヤレスイヤホン 6つのシリコンマイク搭載 AIスマートENC通話ノイズキャンセリング IPX7防水 最大65時間再生 2025年最新Bluetooth5.4ブルートゥースイヤホン 全音域HIFI音質低遅延接続瞬時WEB会議/運動/ゲーム/通学通勤/スポーツ/音楽用 iPhone/Android対応,"base_account_1,base_account_2",2,rmt,アカウント
B0FM8FT1F1,ピジョン 電動鼻吸い器 SHUPOT シュポット,"base_account_1,base_account_2",2,medical,医療機器
B0FMF5W27N,"電熱グローブ 電熱手袋 【2025年新登場 16000mAhバッテリー付き】 ヒーター手袋 65℃最高温度 バイク用 3Mシンサレート DC給電 防寒グローブ メンズ レディース 3段階温度調節 タッチパネル対応 滑り止め付き 裏起毛 (ブラック, L)","base_account_1,base_account_2",2,vehicles,バイク
B0FNC1NQQ2,KANEBO(カネボウ) クリーム イン デイⅡ 朝用クリーム 40g SPF30 PA+++ 医薬部外品 うるおい 乾燥 ハリ ツヤ UVケア メイクもち プレゼントに ギフトに,"base_account_1,base_account_2",2,medical,薬
B0FP4VCBJX,Hompres 全体PU革電熱グローブ 11.1V両面全体発熱 手のひらと同面の指先発熱 残量表示 バイク用 4段階温度 防寒防水ヒーター手袋 シガーソケット給電 スマホ対応 滑り止め メンズ レディース インナーグローブ付き,"base_account_1,base_account_2",2,vehicles,バイク
B0FP4WJFDN,Hompres 電熱グローブ 11.1V両面全体発熱 手のひらと同面の指先発熱 発熱エリア制御 バイク用 4段階温度 防寒防水ヒーター手袋 スマホ対応 シガーソケット給電 滑り止め メンズ レディース インナーグローブ付き,"base_account_1,base_account_2",2,vehicles,バイク
B0FP54QLRQ,[TENTIAL] BAKUNE スウェット ウィメンズ レディース リカバリーウェア 上下セット 一般医療機器 疲労回復 抗菌機能 血行促進 バクネ 疲労回復パジャマ ルームウェア 部屋着 健康 グレージュ L,"base_account_1,base_account_2",2,medical,医療機器
B0FP55FY7S,[TENTIAL] BAKUNE スウェット ウィメンズ レディース リカバリーウェア 上下セット 一般医療機器 疲労回復 抗菌機能 血行促進 バクネ 疲労回復パジャマ ルームウェア 部屋着 健康 ネイビー L,"base_account_1,base_account_2",2,medical,医療機器
B0FP55HJXP,[TENTIAL] BAKUNE スウェット メンズ リカバリーウェア 上下セット 一般医療機器 疲労回復 抗菌機能 血行促進 バクネ 疲労回復パジャマ ルームウェア 部屋着 健康 ブラック L,"base_account_1,base_account_2",2,medical,医療機器
B0FP562BBW,[TENTIAL] BAKUNE スウェット ウィメンズ レディース リカバリーウェア 上下セット 一般医療機器 疲労回復 抗菌機能 血行促進 バクネ 疲労回復パジャマ ルームウェア 部屋着 健康 グレージュ M,"base_account_1,base_account_2",2,medical,医療機器
B0FP56DW6Y,[TENTIAL] BAKUNE スウェット メンズ リカバリーウェア 上下セット 一般医療機器 疲労回復 抗菌機能 血行促進 バクネ 疲労回復パジャマ ルームウェア 部屋着 健康 ブラック XL,"base_account_1,base_account_2",2,medical,医療機器
B0FP56F79X,[TENTIAL] BAKUNE スウェット メンズ リカバリーウェア 上下セット 一般医療機器 疲労回復 抗菌機能 血行促進 バクネ 疲労回復パジャマ ルームウェア 部屋着 健康 ネイビー XL,"base_account_1,base_account_2",2,medical,医療機器
B0FP56NHTJ,[TENTIAL] BAKUNE スウェット メンズ リカバリーウェア 上下セット 一般医療機器 疲労回復 抗菌機能 血行促進 バクネ 疲労回復パジャマ ルームウェア 部屋着 健康 ダークグレー M,"base_account_1,base_account_2",2,medical,医療機器
B0FPGCQR1J,ドライヤー 大風量 速乾 【2025革新・AIスマート温度制御・美容師監修】 新型ヘアドライヤー 8億高濃度マイナスイオン Wのヘアケア機能搭載 温冷風循環モード 髪に優しい オートクリーニング機能搭載 DCモーター 21通りの風 40m/s高風速 静電気除去 マグネット式ノズル付 コンパクト 持ち運び便利 ヘアサロン/家庭用/旅行用 PSE認証済み (ダークグレーパープル),"base_account_1,base_account_2",2,adult,AV
B0FPLLDL76,タブレット - HiGrace 10インチ Android15 Wi-Fi6モデル 1332*800 IPS画面 RGBライト搭載 16GB+32GB+1TB拡張 Bluetooth5.4 5000mAhバッテリー アンドロイド タブレット Type-C OTG 無線投影 顔認識 Widevine L1 GMS認証 日本語説明書,"base_account_1,base_account_2",2,drugs,ドラッグ
B0FPQ3Y212,【2025新型 3層加厚】電気毛布 掛け 敷き 188×130cm 両面フランネル 電気ブランケット 電気ひざ掛け 恒温加熱 3分速暖 ふわふわ ダニ退治 9段階温度調整 4段階切タイマー 暖房器具 省エネ 自動電源オフ 過熱保護 丸洗い可 厚手生地 毛玉なし 頭寒足熱 防寒対策 防臭 抗菌 肩掛け 膝掛け PSE認証済み,"base_account_1,base_account_2",2,rmt,アカウント
B0FQ1CMN2K,掃除機 コードレス【2025業界初！70Kpa真の超強力吸引＆同クラス最軽量＆自立式＆革新版グリーンLEDライト＆2in1置くだけ充電スタンド＆次世代LED液晶ディスプレイ】55分連続稼働 Yuuscc サイクロン 掃除機 コードレス 掃除機 550Ｗ 3段吸引力 伸縮型パイプ 絡まないヘッドHEPA多重濾過着脱式バッテリー低騒音 フロア/カーペット/ソファー/カーテン/本棚/車3年保証年末お掃除,"base_account_1,base_account_2",2,rmt,アカウント
B0FRF39ZV5,掃除機 コードレス 【2025新登場】55KPa超強力吸引&自立式&LEDライト付き&超軽量0.6kg&50分連続稼働 スティック クリーナー vacuum cleaner cordless そうじき 電気掃除機 2wayタイプ 低騒音 V字型ブラシ HEPA多重濾過 サイクロン式 Type-C充電式スタンド収納 畳/カーペット/フローリング/ソファー/車用対応 日本語取扱説明書 3年保証 黒い,"base_account_1,base_account_2",2,rmt,アカウント
B0FSL4LSX5,セラミックヒーター 【冬新定番・羽根なし・泠暖兼用】ヒーター 暖房器具 省エネ 電気 3段階温風+8段階送風 100°首振り 9Hタイマー 静音 DCモーター 節電 リモコン操作 泠暖房 40W/1100Ｗ 大風量 速暖 過熱保護 転倒OFF 足元 スリム 暖房 セラミックファンヒーター お手入れ簡単 寝室 洗面所 脱衣所 トイレ リビング 家庭用 電気ストーブ PSE認証済(ホワイト),"base_account_1,base_account_2",2,rmt,アカウント
B0FSL72N83,セラミックヒーター 【冬新定番・泠暖兼用・羽根なし】ヒーター 暖房器具 省エネ 電気 3段階温風+8段階送風 100°首振り 9Hタイマー 静音 DCモーター 節電 リモコン操作 泠暖房 40W/1100Ｗ 大風量 速暖 過熱保護 転倒OFF 足元 スリム 暖房 セラミックファンヒーター お手入れ簡単 寝室 洗面所 脱衣所 トイレ リビング 家庭用 電気ストーブ PSE認証済 (グレー),"base_account_1,base_account_2",2,rmt,アカウント
B0FSR5XKB7,"電気毛布 掛け敷き兼用【2025冬新登場 ラビットファー調素材＆フランネル】 電気ブランケット タイマー付き 1－12H AI過熱保護機能搭載 10段階温度調節 速暖 節電 99%電磁波カット 頭寒足熱配線 暖房器具 電気ひざ掛け 大判サイズ 省エネ 節電 冬用 電気毛布 洗える ダニ退治機能 自宅 オフィス用 日本語取扱説明書付き (グレー, 190×130cm)","base_account_1,base_account_2",2,adult,AV
B0FSRMNSS6,"電気毛布 掛け敷き兼用【2025冬新登場 ラビットファー調素材＆フランネル】 電気ブランケット タイマー付き 1－12H AI過熱保護機能搭載 10段階温度調節 速暖 節電 99%電磁波カット 頭寒足熱配線 暖房器具 電気ひざ掛け 大判サイズ 省エネ 節電 冬用 電気毛布 洗える ダニ退治機能 自宅 オフィス用 日本語取扱説明書付き (カーキ, 190×130cm)","base_account_1,base_account_2",2,adult,AV
B0FTM9V185,【25年10月20日発売】SK-II スキンケアセット ピテラ™ ベストコレクション 2025 ホリデーコレクション 化粧水 美白美容液 フェイスクリーム クリスマス限定 ボックス,"base_account_1,base_account_2",2,medical,薬
